city,population_proper
"Rosebud, TX",1377.0
"Stonewall, TX",
"Hackberry, TX",1037.0
"Mila Doce, TX",
"Pinewood Estates, TX",
"Hawley, TX",614.0
"Dewalt, TX",
"Sunset Valley, TX",696.0
"Hilltop Lakes, TX",
"Santa Fe, TX",13205.0
"Gilpin, TX",
"Dayton Lakes, TX",100.0
"Rio Vista, TX",944.0
"Shiner, TX",2137.0
"Normanna, TX",
"Delhi, TX",
"Newlin, TX",
"Mount Calm, TX",316.0
"Rockdale, TX",5628.0
"Winchell, TX",
"Woodson, TX",246.0
"Cove, TX",510.0
"Port Neches, TX",12809.0
"Port Alto, TX",
"Western Lake, TX",
"Stairtown, TX",
"Gholson, TX",1074.0
"Temple, TX",73600.0
"Johnson City, TX",2003.0
"Telferner, TX",
"Perrin, TX",
"Oak Trail Shores, TX",
"Lakehills, TX",
"Glen Rose, TX",2594.0
"Mansfield, TX",65631.0
"Sabine Pass, TX",
"League City, TX",102010.0
"East Tawakoni, TX",910.0
"Jubilee Springs, TX",
"West Columbia, TX",3933.0
"Uncertain, TX",94.0
"Center, TX",5401.0
"Seagraves, TX",2820.0
"Monte Alto, TX",
"Etter, TX",
"White Deer, TX",989.0
"South Houston, TX",17463.0
"Wellington, TX",2153.0
"Livingston, TX",5130.0
"Lasana, TX",
"Richardson, TX",113347.0
"Joplin, TX",
"Ennis, TX",19221.0
"Cranfills Gap, TX",279.0
"Talpa, TX",
"Lopeo, TX",
"Ralls, TX",1904.0
"Cliffside, TX",
"Somerville, TX",1422.0
"Stockdale, TX",1596.0
"Holiday Beach, TX",
"Tira, TX",303.0
"Barstow, TX",373.0
"Imperial, TX",
"Granjeno, TX",300.0
"Springtown, TX",2870.0
"Easterly, TX",
"Briggs, TX",
"Troup, TX",1982.0
"Loving, TX",
"Granite Shoals, TX",5117.0
"Lela, TX",
"Hunter, TX",
"Brazos, TX",
"Lone Star, TX",1532.0
"Oxford, TX",
"Palito Blanco, TX",
"Canyon Lake, TX",
"Tulia, TX",4717.0
"Alma, TX",363.0
"Gordonville, TX",
"Luling, TX",5878.0
"Falman, TX",
"Clute, TX",11586.0
"Navasota, TX",7537.0
"Malone, TX",269.0
"Tulip, TX",
"Groves, TX",15758.0
"Shafter, TX",
"Waller, TX",2767.0
"Caney City, TX",220.0
"Houston, TX",2303482.0
"Roman Forest, TX",1870.0
"Spofford, TX",94.0
"Windcrest, TX",5858.0
"Moran, TX",267.0
"Welch, TX",
"Washburn, TX",
"Cactus, TX",3178.0
"Weimar, TX",2170.0
"Glidden, TX",
"Goldthwaite, TX",1867.0
"Elsa, TX",6624.0
"Dalhart, TX",8307.0
"Farmersville, TX",3408.0
"Los Altos Colonia, TX",
"Novice, TX",132.0
"Villa del Sol, TX",
"Cinco Ranch, TX",
"Bloomington, TX",
"Flynn, TX",
"Wolfforth, TX",4417.0
"Milford, TX",747.0
"College Station, TX",112141.0
"Blanket, TX",383.0
"Grand Prairie, TX",190682.0
"Kerens, TX",1556.0
"Richwood, TX",3898.0
"Victoria, TX",67670.0
"Nocona Hills, TX",
"Downing, TX",
"Coble, TX",
"Quintana, TX",68.0
"Socorro, TX",33277.0
"Woodbranch, TX",1380.0
"Hye, TX",
"Booker, TX",1599.0
"Burleson, TX",45016.0
"Big Spring, TX",28532.0
"Olney, TX",3166.0
"Shady Hollow, TX",
"Priddy, TX",
"Bevil Oaks, TX",1242.0
"Brownsboro, TX",1080.0
"Lake Bridgeport, TX",371.0
"Aldine, TX",
"Cuney, TX",141.0
"Penelope, TX",198.0
"Colleyville, TX",26152.0
"Jasper, TX",7658.0
"Rancho Viejo, TX",2494.0
"Purves, TX",
"Clarksville City, TX",895.0
"Gainesville, TX",16320.0
"Mason, TX",2180.0
"Lilbert, TX",
"Fairland, TX",
"Moore Station, TX",199.0
"Martindale, TX",1237.0
"Meridian, TX",1480.0
"Mooring, TX",
"Bishop Hills, TX",183.0
"Rosharon, TX",
"Ladonia, TX",612.0
"Jacksboro, TX",4347.0
"Eden, TX",2881.0
"Killeen, TX",143400.0
"South Padre Island, TX",2874.0
"Cat Spring, TX",
"Adamsville, TX",
"Westway, TX",
"Van Alstyne, TX",3599.0
"Utopia, TX",
"Chester, TX",310.0
"Lake Dallas, TX",7881.0
"Kilgore, TX",14836.0
"Brownsville, TX",183823.0
"Groveton, TX",1026.0
"Laguna Vista, TX",3200.0
"Jarrell, TX",1346.0
"Double Oak, TX",3082.0
"Lenorah, TX",
"Warren City, TX",297.0
"Pleasant Valley, TX",333.0
"Tornillo, TX",
"Aledo, TX",3761.0
"Malakoff, TX",2316.0
"Hollywood Park, TX",3331.0
"Rising Star, TX",833.0
"George West, TX",2579.0
"Glazier, TX",
"Greenville, TX",27172.0
"Wheelock, TX",
"Sweeny, TX",3766.0
"Hoover, TX",
"Arthur City, TX",
"Dayton, TX",7734.0
"Pearland, TX",113570.0
"Lake Worth, TX",4871.0
"Lydia, TX",
"Citrus City, TX",
"Fair Oaks Ranch, TX",8645.0
"Bardwell, TX",683.0
"First Colony, TX",
"Detroit, TX",690.0
"Dew, TX",
"San Antonio, TX",1492510.0
"Dimmitt, TX",4199.0
"Fort Stockton, TX",8515.0
"Goober Hill, TX",
"Iowa Park, TX",6363.0
"K-Bar Ranch, TX",
"Diana, TX",
"Grandfalls, TX",384.0
"Rose City, TX",523.0
"Hebron, TX",424.0
"Crosby, TX",
"Kingsbury, TX",
"B and E Colonia, TX",
"Asherton, TX",1118.0
"Selman City, TX",
"Hickory Creek, TX",4222.0
"Copperas Cove, TX",32808.0
"Poth, TX",2213.0
"Manchaca, TX",
"Twitty, TX",
"Vandyke, TX",
"Fate, TX",10703.0
"Converse, TX",22702.0
"Hutto, TX",23832.0
"Wells, TX",814.0
"Lytle, TX",2898.0
"Giles, TX",
"Richland Hills, TX",8121.0
"Oak Island, TX",
"Jacksonville, TX",14898.0
"Ace, TX",
"Francitas, TX",
"Annetta North, TX",536.0
"West Orange, TX",3456.0
"Kurten, TX",400.0
"Morgan, TX",486.0
"Hungerford, TX",
"Cut and Shoot, TX",1290.0
"Flowella, TX",
"Lone Oak, TX",638.0
"Brookside Village, TX",1579.0
"Girard, TX",
"Alba, TX",516.0
"Reklaw, TX",381.0
"Rayburn, TX",
"Kountze, TX",2099.0
"Castor, LA",249.0
"Holly Beach, LA",
"Colfax, LA",1518.0
"Beekman, LA",
"Rodessa, LA",262.0
"Rosepine, LA",1641.0
"Big Bend, LA",
"Buras, LA",
"Kaplan, LA",4619.0
"Powhatan, LA",132.0
"Keatchie, LA",
"Kraemer, LA",
"Leander, LA",
"Siracusaville, LA",
"Jennings, LA",10118.0
"Lucky, LA",263.0
"Standard, LA",
"Lakeshore, LA",
"Atlanta, LA",152.0
"Easton, LA",
"Robeline, LA",170.0
"Intracoastal City, LA",
"Breaux Bridge, LA",8407.0
"Litroe, LA",
"Ledoux, LA",
"Calvin, LA",222.0
"Gloster, LA",
"Braithwaite, LA",
"Port Barre, LA",2119.0
"Henry, LA",
"Saint Landry, LA",
"Choudrant, LA",973.0
"Shongaloo, LA",174.0
"Triumph, LA",
"Grand Isle, LA",1416.0
"Tunica, LA",
"Bentley, LA",
"Maurice, LA",1283.0
"Sieper, LA",
"Center Point, LA",
"Gueydan, LA",1404.0
"Lakeview, LA",
"South Mansfield, LA",347.0
"Grand Cane, LA",244.0
"Lafourche, LA",
"Pleasant Hill, LA",712.0
"Galbraith, LA",
"Chase, LA",
"Batchelor, LA",
"Transylvania, LA",
"Gray, LA",
"Opelousas, LA",16541.0
"Arcadia, LA",2875.0
"Denham Springs, LA",10335.0
"Simsboro, LA",846.0
"Ludington, LA",
"Grand Coteau, LA",939.0
"Manchac, LA",
"Sterlington, LA",2530.0
"Lone Star, LA",
"Liberty Hill, LA",
"Creston, LA",
"Egan, LA",
"Mayna, LA",
"Bourg, LA",
"Merryville, LA",1130.0
"Metairie, LA",
"Saint Maurice, LA",
"Minorca, LA",
"Oak Ridge, LA",133.0
"Reeves, LA",229.0
"Colquitt, LA",
"Naborton, LA",
"Scarsdale, LA",
"Husser, LA",
"Anacoco, LA",841.0
"Dupont, LA",
"South Vacherie, LA",
"Clay, LA",
"Oakdale, LA",7704.0
"Gibson, LA",
"Spencer, LA",
"White Castle, LA",1799.0
"Clare, LA",
"Haynesville, LA",2148.0
"Blanchard, LA",3144.0
"Westwego, LA",8533.0
"Gilark, LA",
"Bayou Cane, LA",
"Grayson, LA",529.0
"Gullett, LA",
"Walters, LA",
"Baldwin, LA",2312.0
"Fort Jesup, LA",
"Lutcher, LA",3362.0
"Harvey, LA",
"Robert, LA",
"Collinston, LA",264.0
"Richmond, LA",558.0
"Long Bridge, LA",
"Bryceland, LA",104.0
"Vidalia, LA",4054.0
"Clarks, LA",1012.0
"Lena, LA",
"Bayou Goula, LA",
"Vernon, LA",
"Lafitte, LA",
"Brownsville, LA",
"Sicily Island, LA",495.0
"Junction City, LA",563.0
"Cheneyville, LA",607.0
"Bernice, LA",1654.0
"Ossun, LA",
"Glencoe, LA",
"Oretta, LA",
"Sheltons, LA",
"Eva, LA",
"Old Jefferson, LA",
"Zachary, LA",16760.0
"Forbing, LA",
"Hagewood, LA",
"Hayes, LA",
"Wyatt, LA",
"Warnerton, LA",
"Crowley, LA",13060.0
"Ragley, LA",
"Mound, LA",17.0
"Jordan Hill, LA",
"Sulphur, LA",20272.0
"Haile, LA",
"Monterey, LA",
"Vinton, LA",3356.0
"Edgefield, LA",205.0
"Fifth Ward, LA",
"Tullos, LA",389.0
"Bunkie, LA",4064.0
"Bush, LA",
"Bienville, LA",210.0
"Retreat, LA",
"Alsen, LA",
"Jena, LA",3435.0
"Wilmer, LA",
"New Era, LA",
"Mount Hermon, LA",
"Oxford, LA",
"Bonita, LA",262.0
"Calhoun, LA",
"Laurel Grove, LA",
"Lacombe, LA",
"Pioneer, LA",148.0
"Starks, LA",
"Effie, LA",
"Golden Meadow, LA",2038.0
"Killona, LA",
"Noble, LA",249.0
"Bayou Sorrel, LA",
"Phoenix, LA",
"Roy, LA",
"Welsh, LA",3232.0
"Jarreau, LA",
"Belle Rose, LA",
"Kentwood, LA",2377.0
"Gardner, LA",
"Bordelonville, LA",
"Pierre Part, LA",
"Youngsville, LA",12709.0
"Houma, LA",34024.0
"Summerville, LA",
"Cedar Grove, LA",
"Buhler, LA",
"Marthaville, LA",
"Loranger, LA",
"Zwolle, LA",1950.0
"Riverton, LA",
"Ponchatoula, LA",7209.0
"Point Blue, LA",
"Calcasieu, LA",
"Epps, LA",829.0
"Juanita, LA",
"Ventress, LA",
"Summerfield, LA",
"Martin, LA",560.0
"Kelly, LA",
"Haaswood, LA",
"Wheeling, LA",
"Frogmore, LA",
"Edgerly, LA",
"Keithville, LA",
"Grand Point, LA",
"Poydras, LA",
"Alsatia, LA",
"Felixville, LA",
"Goldonna, LA",425.0
"Monroe, LA",49297.0
"Carencro, LA",8752.0
"Wilson, LA",574.0
"Sugartown, LA",
"Jay, LA",
"Gonzales, LA",10832.0
"Ruston, LA",22370.0
"Montgomery, LA",723.0
"Covington, LA",10310.0
"Evangeline, LA",
"Marrero, LA",
"Jonesville, LA",2128.0
"Swartz, LA",
"Hall Summit, LA",281.0
"Marco, LA",
"Romeville, LA",
"Mount Lebanon, LA",77.0
"Serena, LA",
"Clayton, LA",679.0
"Cypress, LA",
"Delhi, LA",2879.0
"Monticello, LA",
"Chackbay, LA",
"Cullen, LA",1115.0
"Hamburg, LA",
"Jonesboro, LA",4571.0
"Longville, LA",
"Forest Hill, LA",803.0
"Rogers, LA",
"Dry Prong, LA",440.0
"Raceland, LA",
"Turkey Creek, LA",443.0
"Grand Ecore, LA",
"Natalbany, LA",
"Greenwood, LA",3157.0
"Haughton, LA",3325.0
"Woodworth, LA",1109.0
"Loreauville, LA",893.0
"Supreme, LA",
"Olla, LA",1393.0
"Belle Terre, LA",
"Montpelier, LA",249.0
"Baskin, LA",246.0
"Bancroft, LA",
"Lake Providence, LA",3693.0
"Stanley, LA",106.0
"North Hodge, LA",378.0
"Flournoy, LA",
"Maringouin, LA",1046.0
"Gretna, LA",17897.0
"Zona, LA",
"Elton, LA",1130.0
"Flatwoods, LA",
"Washington, LA",953.0
"Hodge, LA",449.0
"Mansura, LA",1422.0
"Ferriday, LA",3330.0
"Jefferson, LA",
"River Ridge, LA",
"Jamestown, LA",134.0
"Leonville, LA",1105.0
"Evergreen, LA",301.0
"Arabi, LA",
"Funston, LA",
"Bosco, LA",
"Weldon, LA",
"Bolivar, LA",
"Erwinville, LA",
"McNary, LA",214.0
"Welcome, LA",
"Mira, LA",
"Oberlin, LA",1749.0
"Melder, LA",
"Lake Arthur, LA",2746.0
"Avondale, LA",
"Chatham, LA",543.0
"Arnaudville, LA",1069.0
"Boothville, LA",
"Pineville, LA",14480.0
"Percle, LA",
"Chauvin, LA",
"Extension, LA",
"Estelle, LA",
"Des Allemands, LA",
"Reddell, LA",
"Saint Francisville, LA",1675.0
"Fenton, LA",371.0
"Centerville, LA",
"Clinton, LA",1581.0
"Evans, LA",
"Point, LA",
"Pitkin, LA",
"Tendal, LA",
"Frierson, LA",
"Pine Grove, LA",
"Mimosa Park, LA",
"Paradis, LA",
"Hico, LA",
"Carville, LA",
"Darnell, LA",
"Verret, LA",
"Norco, LA",
"Derry, LA",
"Ellsworth, LA",
"Start, LA",
"Pine Prairie, LA",1465.0
"Innis, LA",
"Gilbert, LA",565.0
"Geismar, LA",
"Diamond, LA",
"Lebeau, LA",
"Morse, LA",806.0
"New Roads, LA",4673.0
"Springville, LA",
"Shenandoah, LA",
"Lettsworth, LA",
"Many, LA",2790.0
"Delta, LA",257.0
"Varnado, LA",326.0
"Whiteville, LA",
"Meaux, LA",
"Dunbarton, LA",
"Catahoula, LA",
"Shreveport, LA",194920.0
"New Sarpy, LA",
"Slidell, LA",28013.0
"Westdale, LA",
"Searcy, LA",
"Delcambre, LA",1888.0
"Enterprise, LA",
"Concession, LA",
"Ansley, LA",
"Hutton, LA",
"Maxie, LA",
"Winnfield, LA",4495.0
"Grosse Tete, LA",625.0
"Red Chute, LA",
"New Orleans, LA",391495.0
"Eastwood, LA",
"Saint Gabriel, LA",7205.0
"Plain Dealing, LA",966.0
"Wallace Ridge, LA",
"Crown Point, LA",
"Toro, LA",
"Gibsland, LA",947.0
"Westminster, LA",
"Waggaman, LA",
"Eden Isle, LA",
"Edgard, LA",
"Danville, LA",
"Krotz Springs, LA",1204.0
"Yscloskey, LA",
"Brusly, LA",2794.0
"Pointe  la Hache, LA",
"Patterson, LA",6061.0
"Natchitoches, LA",18319.0
"Waterproof, LA",591.0
"Slaughter, LA",961.0
"Mer Rouge, LA",584.0
"Addis, LA",4873.0
"Saint James, LA",
"Jones, LA",
"Perryville, LA",
"Gorum, LA",
"Knight, LA",
"Benton, LA",2060.0
"Manifest, LA",
"Dodson, LA",314.0
"Vienna Bend, LA",
"Banks Springs, LA",
"Lafayette, LA",127626.0
"Natchez, LA",594.0
"Burr Ferry, LA",
"Lindsay, LA",
"Brownsfield, LA",
"Kingston, LA",
"Cankton, LA",492.0
"Bayou Corne, LA",
"English Turn, LA",
"Newellton, LA",1040.0
"Sunset, LA",2974.0
"Crescent, LA",
"West Monroe, LA",12922.0
"Sikes, LA",111.0
"Sibley, LA",1176.0
"Iberville, LA",
"Harahan, LA",9360.0
"Lecompte, LA",1186.0
"Hammond, LA",20609.0
"Bayou Chicot, LA",
"Union, LA",
"Springhill, LA",5048.0
"Erath, LA",2109.0
"Anandale, LA",
"Schriever, LA",
"Shell Beach, LA",
"Alden Bridge, LA",
"Independence, LA",1888.0
"Henderson, LA",1750.0
"Ridgecrest, LA",656.0
"Terrytown, LA",
"North Highlands, LA",
"Dunn, LA",
"Gramercy, LA",3449.0
"Pearl River, LA",2552.0
"Fred, LA",
"Lillie, LA",115.0
"Arlington, LA",
"Grambling, LA",5217.0
"Fisher, LA",223.0
"Gillis, LA",
"Saint Rose, LA",
"Homer, LA",2964.0
"Happy Jack, LA",
"Dubach, LA",966.0
"Oakville, LA",
"Stella, LA",
"Antrim, LA",
"Abita Springs, LA",2529.0
"Saint Benedict, LA",
"Oak Grove, LA",1634.0
"Midway, LA",
"Gilliam, LA",158.0
"Paulina, LA",
"Westlake, LA",4659.0
"Charenton, LA",
"Folsom, LA",810.0
"Livonia, LA",1405.0
"Marion, LA",754.0
"Darlington, LA",
"Allen, LA",
"Bellwood, LA",
"Caspiana, LA",
"Palmetto, LA",162.0
"Jackson, LA",3786.0
"Grant, LA",
"Donner, LA",
"Franklinton, LA",3781.0
"Mermentau, LA",651.0
"Point Place, LA",
"Davant, LA",
"Talisheek, LA",
"Tickfaw, LA",757.0
"Woodside, LA",
"Saint Clair, LA",
"Iowa, LA",3291.0
"Rayne, LA",8134.0
"Lisbon, LA",171.0
"Terry, LA",
"Gurley, LA",
"Minden, LA",12577.0
"Bayou Vista, LA",
"Kenner, LA",67089.0
"Central, LA",28529.0
"Acme, LA",
"Belle Chasse, LA",
"Saint Martinville, LA",6095.0
"Stonewall, LA",2188.0
"Archibald, LA",
"Couchwood, LA",
"Kisatchie, LA",
"Lawtell, LA",
"Presquille, LA",
"Meeker, LA",
"Cecilia, LA",
"Hathaway, LA",
"Sorrento, LA",1615.0
"Port Vincent, LA",768.0
"DeQuincy, LA",3152.0
"Basile, LA",1812.0
"Logansport, LA",1565.0
"Luling, LA",
"Avery Island, LA",
"Marksville, LA",5518.0
"Lake End, LA",
"Montz, LA",
"Modeste, LA",
"Madisonville, LA",835.0
"Rayville, LA",3634.0
"Brownlee, LA",
"Eunice, LA",10279.0
"Nebo, LA",
"Fairbanks, LA",
"Bogalusa, LA",11913.0
"Dry Creek, LA",
"Fordoche, LA",902.0
"Forest, LA",336.0
"Temple, LA",
"Goosport, LA",
"Clarence, LA",489.0
"Cottonport, LA",1954.0
"Labadieville, LA",
"Liddieville, LA",
"Lee Bayou, LA",
"Heflin, LA",230.0
"Cotton Valley, LA",965.0
"Thibodaux, LA",14610.0
"Hessmer, LA",781.0
"Claiborne, LA",
"Benson, LA",
"Flora, LA",
"Princeton, LA",
"Vick, LA",
"Amite, LA",
"Boyce, LA",1008.0
"Fluker, LA",
"Ethel, LA",
"Dubberly, LA",261.0
"Duson, LA",1754.0
"Ringgold, LA",1441.0
"Napoleonville, LA",633.0
"Church Point, LA",4495.0
"Dixie Inn, LA",261.0
"Downsville, LA",138.0
"Bolinger, LA",
"French Settlement, LA",1192.0
"Saint Joseph, LA",1029.0
"Choctaw, LA",
"Killian, LA",1326.0
"Angie, LA",242.0
"Hopedale, LA",
"Eros, LA",148.0
"Venice, LA",
"Elba, LA",
"Reserve, LA",
"Theriot, LA",
"Prairieville, LA",
"Wardville, LA",
"Athens, LA",231.0
"Carlyss, LA",
"Plaucheville, LA",239.0
"Otis, LA",
"Southdown, LA",
"Moss Bluff, LA",
"North Vacherie, LA",
"Bains, LA",
"Plaquemine, LA",6780.0
"Iota, LA",1473.0
"Georgetown, LA",326.0
"Sorrel, LA",
"Jefferson Island, LA",
"Mangham, LA",645.0
"Ville Platte, LA",7270.0
"Toca, LA",
"Barataria, LA",
"Grand Lake, LA",
"Garden City, LA",
"Wisner, LA",926.0
"Amelia, LA",
"Provencal, LA",610.0
"Goudeau, LA",
"DeRidder, LA",11048.0
"Hicks, LA",
"Violet, LA",
"Wakefield, LA",
"Lockport, LA",2504.0
"Ashland, LA",264.0
"New Llano, LA",2447.0
"Mitchell, LA",
"Bastrop, LA",10578.0
"Carmel, LA",
"Pelican, LA",
"Coteau Holmes, LA",
"Evelyn, LA",
"Caplis, LA",
"Alton, LA",
"Perkins, LA",
"Hornbeck, LA",463.0
"Vacherie, LA",
"Roanoke, LA",
"Albany, LA",1114.0
"Meraux, LA",
"Convent, LA",
"Mansfield, LA",4913.0
"Spearsville, LA",134.0
"Winnsboro, LA",4732.0
"Chalmette, LA",
"Willow Glen, LA",
"Branch, LA",
"Deville, LA",
"Shelburn, LA",
"Cut Off, LA",
"Vivian, LA",3585.0
"Seymourville, LA",
"Chestnut, LA",
"Richwood, LA",3446.0
"Lamourie, LA",
"Simmesport, LA",2120.0
"Coushatta, LA",1841.0
"Verda, LA",
"Sondheimer, LA",
"Harmon, LA",
"Alto, LA",
"Woodmere, LA",
"Mamou, LA",3187.0
"Grand Chenier, LA",
"Fullerton, LA",
"Sicard, LA",
"Tannehill, LA",
"Moreauville, LA",906.0
"Smoke Bend, LA",
"Prien, LA",
"Brusly Landing, LA",
"Alexandria, LA",47832.0
"Hosston, LA",305.0
"Saint Joe, LA",
"Broussard, LA",11507.0
"Glenmora, LA",1354.0
"Belmont, LA",
"Echo, LA",
"Garyville, LA",
"McManus, LA",
"Tioga, LA",
"Boutte, LA",
"Elmwood, LA",
"Rock Hill, LA",
"Perry, LA",
"Florien, LA",618.0
"Sligo, LA",
"Sun, LA",490.0
"Greensburg, LA",681.0
"Woodlawn, LA",
"Kinder, LA",2436.0
"Kilbourne, LA",396.0
"Belcher, LA",254.0
"Lemannville, LA",
"East Point, LA",
"Vienna, LA",387.0
"Jean Lafitte, LA",1977.0
"Larto, LA",
"Campti, LA",1046.0
"Roseland, LA",1220.0
"Slagle, LA",
"Sarepta, LA",856.0
"Libuse, LA",
"Laurel Hill, LA",
"Burnside, LA",
"Cade, LA",
"Antonia, LA",
"Tangipahoa, LA",821.0
"Galliano, LA",
"Spokane, LA",
"Baker, LA",13628.0
"Farmerville, LA",3853.0
"Timberlane, LA",
"Saint Bernard, LA",
"Ellendale, LA",
"Vidrine, LA",
"Merrydale, LA",
"Mandeville, LA",12424.0
"Red Oak, LA",
"Caernarvon, LA",
"Cameron, LA",
"Le Moyen, LA",
"Saline, LA",267.0
"Donaldsonville, LA",8218.0
"Wallace, LA",
"Bertrandville, LA",
"Lacassine, LA",
"Fryeburg, LA",
"Larose, LA",
"Pollock, LA",484.0
"Ada, LA",
"Creola, LA",217.0
"Bridge City, LA",
"Creole, LA",
"Acy, LA",
"Estherwood, LA",977.0
"Ball, LA",4009.0
"Destrehan, LA",
"Ama, LA",
"Baton Rouge, LA",227715.0
"Urania, LA",1319.0
"Lydia, LA",
"Melville, LA",1053.0
"Columbia, LA",384.0
"Paincourtville, LA",
"Ida, LA",212.0
"Warden, LA",
"Port Sulphur, LA",
"Singer, LA",
"Abbeville, LA",12452.0
"Norwood, LA",312.0
"Indian Village, LA",
"Woodardville, LA",
"Little Creek, LA",
"Rosedale, LA",774.0
"Taft, LA",
"Nairn, LA",
"Walker, LA",6404.0
"Weston, LA",
"Tallulah, LA",7020.0
"Morgan City, LA",11646.0
"Harrisonburg, LA",331.0
"Jigger, LA",
"Doyline, LA",790.0
"Laplace, LA",
"Inniswold, LA",
"Scotlandville, LA",
"Port Allen, LA",5102.0
"Montegut, LA",
"Hackberry, LA",
"Dulac, LA",
"Jeanerette, LA",5447.0
"Leesville, LA",6286.0
"Jonesburg, LA",
"Lake Charles, LA",76848.0
"Port Hudson, LA",
"Mittie, LA",
"Hudson, LA",
"Kurthwood, LA",
"Parks, LA",689.0
"Bawcomville, LA",
"Parhams, LA",
"Bayou Gauche, LA",
"East Hodge, LA",276.0
"Springfield, LA",527.0
"New Iberia, LA",30386.0
"Negreet, LA",
"Whitehall, LA",
"Elm Grove, LA",
"Converse, LA",435.0
"Andrew, LA",
"Lockport Heights, LA",
"Watson, LA",
"Oak Hills Place, LA",
"Franklin, LA",7182.0
"Hahnville, LA",
"Berwick, LA",4689.0
"Gardere, LA",
"Quitman, LA",173.0
"Milton, LA",
"Hanna, LA",
"Fields, LA",
"Joyce, LA",
"Oil City, LA",986.0
"Glynn, LA",
"Mathews, LA",
"Bossier City, LA",68485.0
"Kolin, LA",
"Lewisburg, LA",
"Simpson, LA",615.0
"Elizabeth, LA",553.0
"Prospect, LA",
"Morrow, LA",
"Butte La Rose, LA",
"Longstreet, LA",158.0
"Edna, LA",
"Clifton, LA",
"Mooringsport, LA",778.0
"Village Saint George, LA",
"Forked Island, LA",
"Livingston, LA",1937.0
"Scott, LA",8733.0
"Bell City, LA",
"Morganza, LA",591.0
"Chambers, LA",
"Empire, LA",
"Oakland, LA",
"Hineston, LA",
"Chataignier, LA",362.0
"Dalcour, LA",
"Toast, NC",
"Colerain, NC",187.0
"Banner Elk, NC",1144.0
"Four Oaks, NC",2090.0
"Wanchese, NC",
"Franklinville, NC",1162.0
"Shelby, NC",20260.0
"Castalia, NC",262.0
"Goldston, NC",299.0
"Sunbury, NC",
"Currituck, NC",
"Pleasant Hill, NC",
"Hoopers Creek, NC",
"Bailey, NC",568.0
"Snow Hill, NC",1556.0
"Cricket, NC",
"Avon, NC",
"Columbia, NC",801.0
"Saint Helena, NC",411.0
"Roanoke Rapids, NC",15171.0
"Verona, NC",
"Marvin, NC",6377.0
"Ossipee, NC",562.0
"Glendon, NC",
"Stem, NC",565.0
"Pollocksville, NC",300.0
"Bayshore, NC",
"Polkville, NC",538.0
"South Rosemary, NC",
"Edneyville, NC",
"Oak City, NC",297.0
"Chinquapin, NC",
"Saint Stephens, NC",
"Rhodhiss, NC",1048.0
"Pine Knoll Shores, NC",1357.0
"Erwin, NC",4931.0
"Dillingham, NC",
"Poplar, NC",
"Valley Hill, NC",
"Vass, NC",766.0
"Jonesville, NC",2247.0
"Lasker, NC",112.0
"Sims, NC",283.0
"Pantego, NC",177.0
"Tobaccoville, NC",2609.0
"Wake Forest, NC",40112.0
"Saxapahaw, NC",
"Mackeys, NC",
"Buladean, NC",
"Norlina, NC",1059.0
"Fallston, NC",604.0
"New Bern, NC",30101.0
"Frisco, NC",
"Maxton, NC",2434.0
"George, NC",
"Turkey, NC",295.0
"Riegelwood, NC",
"Princeville, NC",1964.0
"Pink Hill, NC",524.0
"Waco, NC",316.0
"Ansonville, NC",591.0
"East Rockingham, NC",
"Denver, NC",
"Dundarrach, NC",
"Ruffin, NC",
"Leasburg, NC",
"Burlington, NC",52709.0
"Northwest, NC",776.0
"Stoneville, NC",1031.0
"Hamlet, NC",6391.0
"Patetown, NC",
"Linville, NC",
"Trent Woods, NC",4164.0
"Lillington, NC",3581.0
"Leggett, NC",57.0
"Efland, NC",
"Forest Hills, NC",380.0
"Chimney Rock, NC",110.0
"Kenansville, NC",866.0
"Bryson City, NC",1452.0
"Hamilton, NC",382.0
"Rutherfordton, NC",4147.0
"Sedgefield, NC",
"Bethlehem, NC",
"Highlands, NC",941.0
"Spindale, NC",4248.0
"Sugar Mountain, NC",197.0
"Bahama, NC",
"Fort Barnwell, NC",
"Moncure, NC",
"Silver Lake, NC",
"Wade, NC",567.0
"Belville, NC",2094.0
"Black Mountain, NC",8384.0
"Altamahaw, NC",
"Godwin, NC",145.0
"Waynesville, NC",9958.0
"Powellsville, NC",253.0
"Myrtle Grove, NC",
"Salemburg, NC",427.0
"Almond, NC",
"Sandy Ridge, NC",
"Valhalla, NC",
"Cofield, NC",390.0
"Castle Hayne, NC",
"South Weldon, NC",
"Avery Creek, NC",
"Ingold, NC",
"Magnolia, NC",946.0
"Mount Pleasant, NC",1888.0
"Lansing, NC",154.0
"Warrensville, NC",
"Providence, NC",
"Swansboro, NC",3173.0
"Fountain, NC",435.0
"Murraysville, NC",
"Pisgah Forest, NC",
"Middleburg, NC",141.0
"Pinebluff, NC",1464.0
"Pikeville, NC",693.0
"Davidson, NC",12452.0
"Ivanhoe, NC",
"Columbus, NC",981.0
"Wagram, NC",801.0
"Mount Holly, NC",14495.0
"Butters, NC",
"Mountain View, NC",
"Forest City, NC",7305.0
"Engelhard, NC",
"Swanquarter, NC",
"Hobgood, NC",331.0
"Kitty Hawk, NC",3473.0
"Hurdle Mills, NC",
"Elizabeth City, NC",17926.0
"Orrum, NC",91.0
"Edenton, NC",4846.0
